project_id,state,district,project_type,land_area_hectares,affected_families,days_since_notification,compensation_disbursed_pct,legal_disputes_count,legal_dispute_stage,rr_progress_pct,approvals_pending,dept_response_days_avg,possession_status,documentation_completeness_pct,historical_delay_rate_region,delayed
308aaaea,Rajasthan,Jaipur,Power Transmission,80.06,55,867,86.8,1,Filed,87.4,3,80.5,Not Started,39.9,49.4,0
83c45bbe,Bihar,Muzaffarpur,Industrial Corridor,6.25,82,1480,57.0,2,Filed,90.6,5,68.4,Full,84.6,20.0,1
5e1a52ac,Karnataka,Belagavi,Power Transmission,19.92,69,1182,21.1,1,Filed,21.0,5,49.2,Not Started,77.2,25.4,1
f0dabad3,Bihar,Gaya,Industrial Corridor,11.09,34,817,76.8,1,Filed,61.6,1,24.3,Not Started,37.4,13.2,1
1c8c6310,Rajasthan,Jodhpur,Power Transmission,6.0,131,555,51.3,1,Filed,69.7,3,19.2,Partial,84.9,52.9,0
51d2a4a3,Odisha,Cuttack,Railway,6.69,33,1308,42.5,0,None,41.7,3,27.5,Full,28.8,19.6,0
d729964c,Madhya Pradesh,Indore,Urban Development,111.43,188,633,37.1,2,Resolved,68.2,2,8.5,Partial,62.7,37.4,0
9fae598f,Karnataka,Belagavi,Industrial Corridor,2.89,28,362,32.5,1,Filed,63.3,3,39.6,Partial,36.4,24.6,0
cd0fcf4f,Madhya Pradesh,Jabalpur,Industrial Corridor,21.84,27,1073,55.3,0,None,67.9,2,43.3,Not Started,62.7,30.5,1
3393f90c,Bihar,Bhagalpur,Power Transmission,9.21,29,1392,68.8,0,None,29.4,2,15.1,Not Started,85.5,40.6,0
1e334d23,Tamil Nadu,Chennai,Highway,5.0,16,572,19.4,0,None,62.9,2,58.5,Partial,12.0,34.3,1
c812cdb6,Gujarat,Ahmedabad,Urban Development,6.01,59,1324,79.3,1,Stay Order,78.1,5,9.1,Partial,73.7,8.3,1
7db100f4,Maharashtra,Nashik,Irrigation,6.9,138,255,23.5,1,Filed,26.3,3,36.6,Not Started,38.8,24.5,1
5828a61e,Madhya Pradesh,Jabalpur,Irrigation,3.61,22,1097,58.6,0,None,25.6,0,10.9,Not Started,83.7,10.8,1
b690ba01,Madhya Pradesh,Jabalpur,Power Transmission,58.97,110,1192,55.6,2,Stay Order,60.2,3,47.1,Not Started,66.1,50.7,1
57c8acfa,Karnataka,Mysuru,Urban Development,14.52,9,535,50.0,0,None,72.6,0,14.8,Not Started,81.3,40.9,1
4dfc5134,Bihar,Patna,Highway,9.68,391,286,23.1,3,Under Hearing,62.2,4,17.2,Not Started,39.4,18.4,1
f6efdba7,Bihar,Bhagalpur,Urban Development,13.41,26,1202,79.3,0,None,50.6,1,39.8,Full,92.2,34.3,0
47e50d05,Karnataka,Mysuru,Power Transmission,9.7,12,1041,46.2,2,Under Hearing,32.8,1,12.2,Not Started,67.3,34.6,1
ad9fe096,West Bengal,Durgapur,Industrial Corridor,46.54,71,218,28.5,0,None,49.9,1,56.3,Full,97.1,20.0,0
6e799155,Odisha,Rourkela,Irrigation,8.53,83,1276,16.1,0,None,66.0,2,56.2,Partial,70.2,29.0,0
82581327,Rajasthan,Jaipur,Irrigation,8.07,40,276,2.6,0,None,54.5,1,75.2,Full,91.2,44.6,0
b2e94077,Bihar,Muzaffarpur,Highway,8.45,23,1062,37.8,1,Under Hearing,72.0,2,61.7,Not Started,61.4,30.6,1
a0c94b2e,Karnataka,Mysuru,Urban Development,23.95,105,396,20.0,0,None,55.6,2,64.8,Partial,66.8,30.8,0
74b60065,West Bengal,Howrah,Urban Development,5.31,74,347,32.6,3,Filed,86.9,2,47.7,Partial,67.8,12.9,0
e641d0ef,Odisha,Rourkela,Urban Development,97.37,95,1364,65.8,2,Stay Order,58.4,2,14.0,Full,68.7,32.7,1
7be80ca4,Gujarat,Surat,Industrial Corridor,6.36,37,1373,68.6,1,Filed,47.7,3,33.2,Not Started,24.7,65.5,1
f2d3c0c9,Madhya Pradesh,Jabalpur,Railway,7.27,44,772,56.5,0,None,64.6,4,59.4,Partial,25.5,56.5,1
02ada2cb,Bihar,Bhagalpur,Highway,11.57,96,959,29.2,1,Resolved,12.6,1,30.4,Full,79.6,34.6,0
6dd71e82,Bihar,Patna,Highway,3.26,28,1194,35.8,2,Under Hearing,24.0,3,24.3,Full,46.6,18.1,1
4e5d9c4c,Rajasthan,Kota,Industrial Corridor,18.97,57,1051,77.5,0,None,26.3,4,19.8,Partial,79.9,13.1,1
ed72ab9d,Bihar,Muzaffarpur,Urban Development,8.77,122,862,45.4,1,Under Hearing,45.8,4,10.1,Not Started,47.9,24.1,1
f0b463a0,Madhya Pradesh,Bhopal,Power Transmission,31.05,50,118,69.2,1,Resolved,40.6,2,9.7,Partial,15.8,68.1,0
129ce153,Odisha,Bhubaneswar,Irrigation,30.34,116,1108,34.0,0,None,56.6,3,53.8,Full,76.2,5.0,0
8203c9bd,Odisha,Rourkela,Irrigation,22.81,23,129,80.8,0,None,67.0,1,113.8,Partial,85.8,38.5,1
532150b1,Odisha,Rourkela,Irrigation,22.72,22,316,54.8,0,None,45.0,0,5.6,Full,29.4,42.0,1
bae710ba,Karnataka,Belagavi,Industrial Corridor,6.56,40,1095,55.9,1,Stay Order,33.1,3,43.9,Partial,19.4,27.6,1
da125dd0,Bihar,Patna,Industrial Corridor,10.28,35,230,44.0,2,Filed,40.8,3,46.6,Partial,61.8,31.4,1
5c076565,West Bengal,Howrah,Railway,7.4,114,632,11.1,0,None,16.6,5,30.6,Partial,72.1,42.9,1
a7ab1771,Tamil Nadu,Madurai,Highway,9.56,227,788,77.4,3,Under Hearing,32.4,1,24.3,Partial,67.3,30.9,1
62eb722b,Madhya Pradesh,Gwalior,Highway,38.14,6,370,39.2,2,Under Hearing,81.3,1,20.8,Full,66.6,25.9,1
c968522d,Maharashtra,Thane,Power Transmission,29.11,3,1432,58.0,0,None,63.4,0,24.5,Partial,8.3,24.5,0
f1d62d98,Tamil Nadu,Chennai,Irrigation,21.45,25,256,71.4,0,None,35.2,1,58.0,Partial,70.4,35.1,1
7ccf81af,Gujarat,Vadodara,Railway,29.07,21,271,63.3,0,None,17.2,2,42.4,Full,60.8,46.5,0
350c2cbb,Tamil Nadu,Coimbatore,Power Transmission,7.27,22,697,52.4,0,None,46.0,2,20.7,Partial,39.2,8.4,1
bc27d2e7,Tamil Nadu,Coimbatore,Irrigation,4.39,43,100,41.7,1,Filed,28.6,3,24.2,Partial,72.3,11.4,0
a0d6684e,Odisha,Bhubaneswar,Highway,21.55,22,76,31.6,0,None,30.3,1,11.2,Full,42.3,17.4,1
d031cd96,Tamil Nadu,Madurai,Irrigation,13.22,23,842,50.7,1,Filed,66.8,3,17.6,Not Started,68.1,15.8,1
21418c3f,Bihar,Bhagalpur,Irrigation,18.83,654,1149,75.0,0,None,64.2,1,53.0,Partial,21.5,23.5,1
99a47f15,West Bengal,Kolkata,Irrigation,11.17,57,736,76.9,0,None,59.2,1,5.5,Partial,85.0,8.9,0
3eb90784,Madhya Pradesh,Indore,Urban Development,133.2,528,1209,34.5,1,Filed,61.8,2,67.3,Partial,53.0,22.6,1
03b10fef,Gujarat,Ahmedabad,Railway,11.18,43,894,53.1,0,None,34.5,3,29.5,Full,30.4,12.6,0
39893bcb,Tamil Nadu,Madurai,Power Transmission,32.61,58,1265,45.3,0,None,71.9,7,42.5,Full,85.1,24.1,1
bbef5f9c,Karnataka,Hubballi,Irrigation,50.6,89,229,41.8,1,Stay Order,61.8,1,57.1,Partial,61.2,24.3,0
13463083,Tamil Nadu,Madurai,Highway,10.1,66,428,38.8,0,None,40.0,5,48.4,Partial,47.8,50.4,1
46a56489,Tamil Nadu,Salem,Railway,4.63,114,435,6.5,1,Filed,49.3,2,31.5,Partial,28.1,45.2,1
6b811f96,Bihar,Patna,Power Transmission,20.17,134,1455,9.4,3,Under Hearing,39.5,3,33.8,Full,27.7,46.2,1
1b61ea37,West Bengal,Durgapur,Power Transmission,95.6,33,65,83.7,1,Resolved,63.5,3,6.9,Not Started,82.2,49.3,0
4e968761,Maharashtra,Thane,Industrial Corridor,15.36,29,1470,46.5,2,Resolved,16.0,3,15.2,Not Started,47.0,53.4,1
1db3b8f5,Rajasthan,Udaipur,Highway,4.11,53,867,78.4,0,None,12.2,2,23.6,Not Started,30.3,31.8,1
65d831f1,Tamil Nadu,Madurai,Urban Development,6.09,15,484,32.3,0,None,22.7,5,20.1,Full,47.0,28.8,1
a93374e2,West Bengal,Howrah,Power Transmission,105.6,78,1318,83.3,2,Under Hearing,26.7,3,24.3,Full,98.8,37.0,0
ee250d3c,Odisha,Rourkela,Highway,14.21,31,1435,73.8,1,Stay Order,31.7,3,52.5,Not Started,56.1,23.8,1
5b9e31ce,Rajasthan,Udaipur,Industrial Corridor,63.03,35,611,66.9,0,None,2.1,1,21.2,Partial,25.2,57.3,0
11b7bc1f,Rajasthan,Jaipur,Railway,40.04,22,1308,35.3,1,Under Hearing,39.3,2,43.8,Not Started,44.2,40.4,1
45398b8d,Rajasthan,Jodhpur,Highway,31.35,10,1256,56.7,0,None,52.0,4,33.3,Partial,79.4,37.0,0
20b1115a,Odisha,Rourkela,Irrigation,105.47,9,1053,14.0,0,None,66.9,1,14.4,Partial,83.2,8.6,0
90bd6ae2,Gujarat,Vadodara,Power Transmission,20.88,123,1338,72.8,0,None,34.8,0,14.3,Full,36.3,31.4,0
018c99a8,Madhya Pradesh,Indore,Irrigation,2.02,18,260,56.7,0,None,52.2,2,13.1,Partial,66.5,55.5,1
b33e4138,Gujarat,Vadodara,Railway,53.36,58,699,74.9,0,None,82.2,2,10.5,Partial,31.6,39.5,1
2bafad84,Gujarat,Rajkot,Power Transmission,10.92,62,138,63.3,0,None,83.2,3,12.8,Partial,25.0,67.2,0
93f26920,Madhya Pradesh,Jabalpur,Railway,5.22,61,768,82.3,0,None,47.3,5,43.4,Partial,59.2,40.3,0
29d45ead,Odisha,Bhubaneswar,Industrial Corridor,5.69,14,94,39.9,0,None,58.4,1,38.2,Partial,87.0,18.4,0
b1c6217f,Maharashtra,Aurangabad,Irrigation,2.08,73,345,61.8,1,Filed,84.8,3,10.0,Not Started,38.0,32.5,1
303a7fd5,Karnataka,Bengaluru,Urban Development,10.13,20,127,68.3,0,None,14.4,3,25.4,Not Started,45.6,33.0,0
0fc0a912,West Bengal,Kolkata,Power Transmission,70.09,43,1354,58.2,0,None,47.7,1,99.2,Not Started,10.1,35.6,0
e664f8bb,Bihar,Bhagalpur,Power Transmission,10.35,125,446,74.9,1,Filed,58.0,1,51.0,Not Started,71.7,39.4,1
d2a8ee73,Bihar,Patna,Highway,4.92,336,197,59.0,1,Filed,73.8,4,62.3,Partial,86.0,22.4,1
0dd18189,Odisha,Rourkela,Railway,11.87,266,724,20.7,1,Stay Order,8.9,1,31.2,Partial,69.5,23.2,0
2965d652,Maharashtra,Aurangabad,Highway,43.0,268,413,43.6,1,Filed,49.6,2,8.4,Not Started,32.4,52.8,1
348c874e,West Bengal,Siliguri,Highway,4.2,36,549,71.3,3,Filed,64.9,1,18.4,Full,24.2,41.7,1
16924e90,Bihar,Bhagalpur,Railway,87.62,124,920,29.1,0,None,66.2,2,103.2,Full,44.6,61.1,1
083dc2ac,West Bengal,Durgapur,Irrigation,19.48,82,241,65.7,0,None,63.7,5,38.6,Partial,69.5,67.4,0
5fdc1def,Odisha,Rourkela,Irrigation,3.63,93,1144,43.5,1,Filed,63.9,2,37.9,Full,63.2,26.6,1
0403700c,Madhya Pradesh,Gwalior,Power Transmission,18.69,9,648,20.8,0,None,73.5,5,16.3,Full,47.8,37.5,0
fb0b2614,Gujarat,Ahmedabad,Irrigation,13.23,64,1130,54.9,1,Stay Order,38.2,4,41.6,Not Started,18.1,24.0,1
69ce677a,Maharashtra,Nashik,Highway,19.03,116,292,43.8,0,None,26.5,3,40.6,Not Started,75.3,28.6,0
abc038ee,Maharashtra,Pune,Irrigation,24.73,16,1264,75.2,0,None,42.5,1,11.0,Partial,75.1,27.7,0
e140ad11,West Bengal,Siliguri,Railway,4.34,19,302,93.3,0,None,75.3,0,7.3,Full,81.2,39.6,0
1bfc4dba,Gujarat,Ahmedabad,Irrigation,8.7,47,892,50.7,0,None,13.6,3,26.6,Partial,90.1,5.0,0
c6e18f0a,Bihar,Gaya,Power Transmission,21.11,33,570,7.3,0,None,69.5,2,16.3,Not Started,82.1,52.4,0
885b8451,Odisha,Rourkela,Irrigation,7.82,65,71,81.1,0,None,51.0,1,23.5,Partial,33.4,42.2,1
f4a1526d,Rajasthan,Kota,Highway,4.81,114,315,96.8,3,Filed,20.3,3,4.8,Partial,47.7,56.9,0
e9486ceb,Tamil Nadu,Salem,Industrial Corridor,18.34,6,404,61.7,0,None,70.1,2,44.0,Full,30.0,37.3,0
e5cf250c,Bihar,Muzaffarpur,Industrial Corridor,33.07,36,762,45.7,1,Under Hearing,45.4,3,20.2,Partial,76.0,18.3,1
a905eea7,Odisha,Rourkela,Industrial Corridor,5.67,29,296,65.5,1,Filed,59.2,3,12.1,Not Started,55.0,47.5,0
c3456af5,Gujarat,Ahmedabad,Railway,11.69,8,682,83.6,0,None,38.2,2,22.8,Partial,83.6,17.1,1
ec064fc7,West Bengal,Durgapur,Highway,1.23,52,1003,61.7,0,None,46.5,4,47.8,Full,54.9,38.4,1
bc827cde,Bihar,Bhagalpur,Urban Development,19.22,56,36,29.9,2,Filed,34.5,3,25.4,Full,76.8,42.5,1
8ef8db79,Karnataka,Mysuru,Railway,3.81,5,816,71.5,0,None,41.5,3,12.2,Partial,76.5,44.0,0
5e84623f,Tamil Nadu,Madurai,Power Transmission,14.88,23,645,43.6,0,None,6.4,1,19.7,Full,86.6,37.8,0
acff1d89,Madhya Pradesh,Jabalpur,Industrial Corridor,12.45,42,418,41.4,2,Resolved,48.9,1,21.8,Partial,36.0,40.6,1
f758de84,Rajasthan,Jaipur,Irrigation,10.99,9,960,37.6,0,None,37.4,1,65.2,Full,67.0,37.5,0
a587c799,West Bengal,Howrah,Railway,16.78,169,704,24.9,2,Under Hearing,24.2,3,22.2,Partial,64.4,19.6,1
46991860,Gujarat,Vadodara,Industrial Corridor,2.67,154,441,46.0,1,Filed,17.8,2,26.3,Not Started,87.8,9.9,0
5d626f8c,Gujarat,Surat,Urban Development,4.58,43,1469,17.2,4,Under Hearing,31.7,4,26.1,Full,51.6,31.5,1
38d32121,Uttar Pradesh,Kanpur,Irrigation,3.52,68,658,16.6,0,None,23.7,3,52.1,Full,41.2,46.9,0
375965fb,West Bengal,Durgapur,Power Transmission,20.26,14,138,46.9,0,None,44.4,4,39.2,Not Started,69.4,42.7,1
98dbf0c4,Karnataka,Bengaluru,Railway,3.14,31,275,57.8,1,Under Hearing,83.1,2,3.1,Not Started,84.6,22.6,1
19164e42,West Bengal,Durgapur,Industrial Corridor,22.43,282,113,56.6,1,Under Hearing,11.7,4,36.2,Partial,46.8,30.0,1
8d31d3d6,Madhya Pradesh,Jabalpur,Industrial Corridor,4.25,154,511,46.2,2,Stay Order,74.6,1,42.6,Partial,47.0,7.7,1
216590bc,Odisha,Cuttack,Industrial Corridor,8.65,44,756,67.8,0,None,56.7,3,23.8,Partial,15.8,11.1,0
4b9fdd93,Odisha,Rourkela,Railway,18.99,26,1008,51.5,1,Under Hearing,53.3,1,46.2,Not Started,52.6,28.9,1
4d0d7fa5,Karnataka,Bengaluru,Irrigation,7.2,37,81,88.8,1,Resolved,83.1,2,20.7,Partial,62.6,51.1,0
998f26eb,Maharashtra,Nagpur,Urban Development,10.88,39,43,27.7,1,Filed,27.8,4,66.2,Full,44.9,44.4,1
30f2432b,Madhya Pradesh,Jabalpur,Power Transmission,7.9,101,492,88.7,0,None,49.3,3,14.2,Not Started,85.6,21.6,0
394432aa,Bihar,Muzaffarpur,Urban Development,1.46,270,1335,5.9,1,Resolved,82.4,3,20.8,Partial,60.3,52.8,1
2d31e3a0,Uttar Pradesh,Varanasi,Irrigation,15.98,154,1228,77.6,0,None,81.2,2,23.2,Full,74.1,44.5,0
d9b0c93e,Maharashtra,Aurangabad,Urban Development,7.95,52,409,73.0,1,Resolved,9.8,4,7.9,Partial,78.7,19.5,0
ac19f633,Tamil Nadu,Chennai,Industrial Corridor,4.73,39,1230,42.0,0,None,15.2,0,5.1,Not Started,48.5,45.3,1
b1f78c60,Odisha,Cuttack,Highway,63.86,37,93,22.6,0,None,40.1,4,12.2,Full,75.9,39.7,0
e643e911,Odisha,Bhubaneswar,Urban Development,33.37,74,417,76.8,0,None,33.1,0,26.8,Partial,8.5,23.1,1
3444d8ef,Bihar,Bhagalpur,Railway,16.38,109,1101,40.6,1,Resolved,31.5,2,30.4,Partial,23.5,35.0,0
588182ca,West Bengal,Kolkata,Railway,10.28,4,1192,59.3,0,None,74.6,1,25.2,Full,57.9,57.7,0
12dc00ae,Gujarat,Ahmedabad,Irrigation,21.99,99,655,48.6,1,Filed,17.2,2,12.0,Full,44.4,34.0,1
57366c42,Rajasthan,Jodhpur,Railway,1.94,7,280,38.0,1,Stay Order,22.5,7,38.7,Partial,80.2,49.1,1
8171bb00,Gujarat,Surat,Power Transmission,8.19,47,1025,31.2,0,None,33.8,3,21.3,Partial,86.2,7.1,1
dce9a0e6,Rajasthan,Jaipur,Power Transmission,6.5,68,774,49.8,0,None,64.3,1,22.7,Partial,35.9,42.8,0
324e9af2,West Bengal,Kolkata,Railway,8.84,59,208,67.4,1,Filed,62.2,2,14.7,Full,74.7,34.9,0
ea4aa6e4,Maharashtra,Aurangabad,Urban Development,34.45,16,679,41.4,0,None,9.3,2,19.4,Partial,50.4,51.0,1
16c6de8b,Gujarat,Vadodara,Highway,4.13,12,1006,92.5,2,Filed,62.5,2,55.4,Partial,80.3,59.9,1
7b389641,Maharashtra,Nagpur,Industrial Corridor,20.87,11,815,87.1,1,Filed,31.6,2,4.0,Full,42.7,49.0,1
3f82ca1f,Madhya Pradesh,Indore,Railway,52.07,32,429,84.3,0,None,34.3,1,34.7,Full,71.6,46.8,0
0f6dbb16,Karnataka,Hubballi,Railway,17.75,17,143,22.0,1,Under Hearing,22.2,3,57.5,Partial,51.4,24.5,1
cb247445,Karnataka,Hubballi,Highway,16.07,63,178,52.6,2,Resolved,77.4,2,9.4,Not Started,63.6,31.0,0
bd84bb88,Rajasthan,Jaipur,Power Transmission,50.32,252,1152,62.3,6,Under Hearing,41.2,1,31.1,Not Started,49.6,13.2,1
8b883e2a,Rajasthan,Jaipur,Power Transmission,7.18,37,1327,39.9,0,None,39.8,1,21.6,Full,64.9,48.8,0
a910e665,Rajasthan,Kota,Power Transmission,7.12,42,1178,43.7,2,Filed,40.1,2,48.6,Not Started,77.1,37.5,1
2a741cac,Odisha,Cuttack,Irrigation,27.21,34,752,25.5,0,None,37.6,1,34.1,Partial,48.6,22.9,0
1e55c262,Uttar Pradesh,Agra,Power Transmission,13.75,81,1329,68.8,1,Stay Order,61.1,2,43.8,Full,3.0,26.1,0
1da1cb22,Maharashtra,Pune,Urban Development,12.36,24,1111,21.1,0,None,47.6,0,18.1,Full,61.9,37.7,0
3bb6dfeb,Karnataka,Bengaluru,Railway,14.25,37,434,65.2,0,None,23.5,1,23.5,Full,54.5,53.8,0
5898e647,Maharashtra,Aurangabad,Power Transmission,18.28,34,226,43.3,1,Filed,38.3,1,10.3,Not Started,93.3,27.2,1
9ef6f3e1,Odisha,Rourkela,Irrigation,17.08,14,1174,84.8,0,None,50.2,0,16.4,Partial,77.3,55.3,1
7acbe990,West Bengal,Durgapur,Railway,15.06,21,1238,45.4,1,Filed,48.4,3,6.0,Not Started,60.0,32.9,0
48f72b7f,Tamil Nadu,Salem,Power Transmission,59.34,208,95,73.7,3,Filed,57.3,5,32.1,Partial,67.4,49.7,1
e70611a4,Tamil Nadu,Coimbatore,Industrial Corridor,39.55,44,1269,33.5,0,None,60.6,2,19.1,Full,82.6,32.7,0
9aded32a,Maharashtra,Nashik,Industrial Corridor,6.38,12,1261,71.7,2,Under Hearing,72.2,1,87.6,Full,53.5,30.8,1
02bd93d6,Gujarat,Ahmedabad,Railway,37.36,111,1309,67.0,1,Resolved,52.2,3,13.7,Partial,52.2,28.9,0
e9930700,Maharashtra,Nagpur,Urban Development,34.17,35,1467,87.0,0,None,70.2,0,53.9,Partial,71.0,12.6,0
3b650d2d,Bihar,Muzaffarpur,Industrial Corridor,12.74,37,541,70.4,1,Under Hearing,2.7,3,20.9,Partial,34.9,31.6,1
e3fc03bb,Maharashtra,Pune,Power Transmission,14.2,37,637,67.3,1,Filed,26.7,5,25.3,Not Started,83.1,33.2,1
10b753a6,Rajasthan,Udaipur,Urban Development,38.24,31,619,63.9,3,Under Hearing,12.4,6,1.3,Full,67.5,27.5,1
a2cc923f,Bihar,Patna,Railway,76.24,94,436,70.2,1,Filed,58.5,2,37.4,Partial,55.4,9.4,0
5f1a381c,Tamil Nadu,Salem,Irrigation,1.23,15,352,45.2,1,Filed,3.9,4,24.0,Partial,21.6,19.0,1
c0888ddb,Odisha,Bhubaneswar,Power Transmission,68.37,112,486,16.7,0,None,8.7,2,39.8,Not Started,73.2,39.4,1
f90c6a63,Maharashtra,Nagpur,Highway,4.83,20,445,66.7,2,Under Hearing,58.2,4,32.5,Partial,27.5,16.3,1
7f3acd47,Tamil Nadu,Coimbatore,Highway,33.05,66,1241,65.2,0,None,56.2,0,23.4,Partial,14.4,34.5,1
d83814d1,Tamil Nadu,Coimbatore,Power Transmission,34.13,65,786,43.8,0,None,79.9,5,28.2,Full,40.1,73.8,1
625e98a6,Gujarat,Vadodara,Railway,7.89,78,420,61.2,1,Filed,59.8,3,17.5,Not Started,88.5,48.5,0
5ea0af82,Karnataka,Mysuru,Industrial Corridor,16.18,19,313,97.5,0,None,34.6,5,9.2,Partial,69.6,5.0,1
12a1e938,Tamil Nadu,Chennai,Power Transmission,10.53,46,314,35.0,0,None,37.2,2,73.3,Not Started,58.3,55.6,1
9ef0b5bf,Gujarat,Rajkot,Power Transmission,28.79,76,698,35.4,0,None,52.2,5,80.9,Not Started,85.6,46.4,0
aa467b72,Karnataka,Hubballi,Railway,3.49,10,916,50.2,0,None,23.8,4,20.3,Not Started,51.7,5.0,0
2424f884,Maharashtra,Nashik,Power Transmission,3.19,47,890,90.9,3,Resolved,29.6,3,28.6,Full,79.4,15.6,1
a8910aa6,Maharashtra,Thane,Irrigation,3.41,33,1227,68.9,0,None,37.0,2,0.7,Full,24.6,61.1,1
27bedcb4,Uttar Pradesh,Kanpur,Irrigation,38.0,136,731,82.9,1,Resolved,28.1,3,24.7,Partial,39.4,37.4,0
342af465,Gujarat,Vadodara,Industrial Corridor,53.66,18,210,62.8,0,None,17.4,5,38.7,Not Started,60.6,14.2,0
e1e21d4e,Rajasthan,Udaipur,Power Transmission,5.38,45,196,37.6,0,None,34.6,3,85.1,Full,88.6,50.6,1
b03ef557,Uttar Pradesh,Kanpur,Railway,24.4,194,1079,81.3,1,Under Hearing,78.3,1,2.3,Not Started,41.3,34.2,0
a5639aa7,Karnataka,Mysuru,Irrigation,2.1,34,1100,33.9,0,None,68.5,2,35.6,Not Started,52.0,36.9,0
4c59f140,Maharashtra,Aurangabad,Railway,3.87,142,1357,61.2,1,Under Hearing,17.0,3,24.8,Full,17.3,40.4,1
b032080a,Tamil Nadu,Madurai,Highway,28.09,162,974,54.5,0,None,55.7,2,23.9,Not Started,30.5,47.5,1
8c62b369,Gujarat,Ahmedabad,Irrigation,5.45,10,1489,24.8,0,None,22.8,1,30.4,Partial,43.7,16.3,1
bcde110c,Uttar Pradesh,Agra,Industrial Corridor,7.28,98,620,13.6,0,None,27.2,1,38.3,Full,43.2,27.9,1
7a94441e,Odisha,Bhubaneswar,Highway,8.21,217,1126,80.0,0,None,40.1,4,38.3,Partial,37.7,67.0,1
6787e9ba,Gujarat,Surat,Industrial Corridor,1.65,25,194,48.3,1,Filed,49.3,2,40.6,Partial,22.8,20.2,1
692adda0,West Bengal,Howrah,Railway,11.32,25,452,54.3,0,None,51.0,3,10.2,Not Started,39.3,44.7,1
366eac70,Karnataka,Hubballi,Railway,12.43,208,784,73.8,0,None,34.4,2,61.8,Full,90.6,5.0,0
3bafbe58,West Bengal,Howrah,Irrigation,19.72,59,181,23.8,2,Resolved,70.8,2,7.3,Full,13.4,40.6,0
daa9fe03,Gujarat,Vadodara,Industrial Corridor,15.67,55,1103,41.0,0,None,79.9,2,28.5,Partial,19.7,33.0,0
b3952119,Karnataka,Belagavi,Industrial Corridor,9.55,268,1024,26.8,0,None,47.8,2,66.7,Partial,81.0,37.7,1
b3be452a,Maharashtra,Nashik,Industrial Corridor,20.26,1251,1052,97.0,1,Filed,36.0,3,52.2,Partial,22.2,48.3,1
11d3a617,Rajasthan,Jaipur,Irrigation,72.4,12,202,85.8,0,None,22.3,1,33.4,Partial,88.5,30.9,1
d8c8d9a3,Karnataka,Belagavi,Urban Development,7.43,123,158,42.3,1,Filed,53.3,5,9.4,Not Started,77.8,23.2,0
e94d5a4b,Bihar,Bhagalpur,Industrial Corridor,15.9,23,1062,46.6,0,None,43.8,0,48.3,Partial,25.0,39.8,1
b40bcf3f,Madhya Pradesh,Bhopal,Irrigation,13.09,95,1184,61.5,1,Resolved,85.3,3,25.8,Full,97.6,80.0,0
7b7173eb,Karnataka,Bengaluru,Highway,16.2,5,410,15.5,1,Under Hearing,27.2,1,36.8,Full,32.8,62.8,1
8e4fc99c,Odisha,Cuttack,Railway,19.32,44,457,78.2,0,None,0.8,1,41.4,Partial,96.2,49.7,0
b2ac2c0b,Karnataka,Hubballi,Railway,11.76,73,1130,65.3,1,Stay Order,38.6,6,39.1,Full,73.7,7.9,1
dfc802ed,Uttar Pradesh,Meerut,Railway,31.42,108,940,86.6,3,Stay Order,19.9,2,61.9,Partial,52.1,53.3,1
2b3aa5d6,Tamil Nadu,Madurai,Highway,11.28,22,612,37.5,0,None,19.4,2,18.7,Full,53.0,28.2,0
0659bc35,Bihar,Muzaffarpur,Power Transmission,17.4,96,722,91.0,1,Filed,21.5,2,10.0,Not Started,47.0,21.6,0
2e694262,Madhya Pradesh,Gwalior,Highway,49.63,340,220,41.3,1,Under Hearing,51.1,0,20.6,Not Started,84.2,41.6,1
8716a0db,West Bengal,Siliguri,Urban Development,83.28,4,475,66.9,1,Under Hearing,32.6,2,18.0,Partial,26.7,67.4,1
c6e31173,Maharashtra,Nashik,Railway,9.37,15,932,11.2,0,None,50.9,3,71.0,Full,44.9,47.2,0
1eab95fc,West Bengal,Howrah,Urban Development,34.75,112,993,48.9,1,Filed,85.4,3,43.8,Partial,23.5,31.5,1
9df60772,West Bengal,Howrah,Urban Development,4.23,30,804,24.3,0,None,59.2,2,33.8,Not Started,56.4,26.5,1
9e8f1256,Odisha,Bhubaneswar,Irrigation,45.28,94,1225,4.5,0,None,15.9,1,12.6,Full,87.4,24.7,0
aa35aebe,Bihar,Patna,Urban Development,102.41,174,721,47.6,2,Filed,88.5,4,19.2,Full,76.9,25.5,1
d374f0ce,Uttar Pradesh,Lucknow,Irrigation,2.84,22,807,26.3,1,Filed,60.3,2,23.6,Partial,23.9,17.2,1
29af44a8,Karnataka,Mysuru,Power Transmission,10.95,68,350,46.4,0,None,55.5,3,25.8,Full,73.9,46.9,1
f41cea32,Gujarat,Vadodara,Highway,11.82,36,244,45.4,2,Filed,27.6,0,19.0,Partial,73.7,52.0,1
0d358ebb,Tamil Nadu,Coimbatore,Urban Development,44.43,56,364,31.8,0,None,89.1,2,22.6,Partial,25.9,13.0,1
e018c834,Rajasthan,Udaipur,Highway,58.46,39,728,57.3,1,Filed,30.0,3,17.6,Partial,21.0,35.1,0
16373278,Tamil Nadu,Chennai,Industrial Corridor,13.89,33,578,25.3,0,None,21.3,2,9.9,Partial,52.5,37.8,1
